video_id,video_title,published_at,playlist_name,playlist_id,video_url,channel_title,views,likes,comments,duration,angry,disgust,fear,happy,sad,surprise,neutral,pct_with_face,brightness,mean_r,mean_g,mean_b,blurriness,title is plain,title is emotionally touching,title is exaggerated
wX9OLMNShPQ,NOT GETTING ANY.. a discussion,2019-04-23 19:24:27+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=wX9OLMNShPQ,CaseyNeistat,3680544,87944,6211,PT9M52S,26.292673,0.2868426,8.970633,8.798479,11.422102,0.17969309,44.049576,77.79578606158833,119.40439522414684,133.7385333800423,113.32881276871736,113.03480254901628,1298.3720657856654,0.33909785747528076,0.03986645117402077,0.6210356950759888
86Lr_tChDAU,THE FIRST Galaxy Fold,2019-04-16 03:36:10+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=86Lr_tChDAU,CaseyNeistat,6182426,155619,11570,PT7M4S,31.040054,0.034456417,6.984385,7.7268167,14.285705,1.578231,38.350353,52.48868778280544,128.1815608012035,133.31836701467446,126.17561531784187,125.01516973235609,639.5570141815881,0.4205871820449829,0.2994336783885956,0.2799791097640991
EbR3muQJ66I,"MANIPULATED, TRICKED, BRAINWASHED.. moving past a social media addiction",2019-04-01 16:44:23+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=EbR3muQJ66I,CaseyNeistat,1985374,69535,5510,PT14M8S,23.529934,1.6605399,16.116922,9.424459,16.356293,1.0906628,31.821188,63.80090497737556,117.18507516929049,137.82404462826798,109.7282356427146,101.3724428350066,982.4681471773848,0.029625581577420235,0.008991764858365059,0.9613826274871826
UE6UkF9sABU,"$2 MILLION in 12 months, the price of Mr. Beast's success",2019-03-27 17:31:36+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=UE6UkF9sABU,CaseyNeistat,9661930,312534,12552,PT24M20S,12.929137,0.05078432,13.840887,18.134087,13.537506,0.4668989,41.040703,77.98948751642575,96.2527129103017,113.42848881052434,90.06051397215835,83.08835303568495,940.432981827172,0.5544236898422241,0.1704995483160019,0.2750767469406128
6DfP10OeDP0,Goodbye Social Media.,2019-03-13 16:14:26+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=6DfP10OeDP0,CaseyNeistat,2672325,86139,7893,PT9M8S,16.830135,0.02995274,14.474994,11.781324,9.363543,5.030662,42.489388,56.042031523642734,116.40079965247372,130.0014179482268,111.00406868736624,108.51092981519992,741.047074123536,0.5806804895401001,0.14604437351226807,0.27327507734298706
-B4wmuJ-qSs,im a lifeguard now.,2019-03-04 13:28:58+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=-B4wmuJ-qSs,CaseyNeistat,2063891,66180,4568,PT11M17S,12.941622,0.013629839,20.294468,19.036444,15.281963,6.2941647,26.13771,45.46742209631728,110.97787537869846,122.58050824898686,106.28689659687797,104.66258280954912,809.6494598954451,0.5476590991020203,0.169740229845047,0.28260064125061035
ROfBLx6bLZI,Being RICH vs Being POOR - a video essay,2019-02-26 21:34:09+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=ROfBLx6bLZI,CaseyNeistat,3528687,127733,7285,PT10M13S,6.7956824,0.10228052,13.001392,22.964685,21.129776,6.643028,29.363155,39.28012519561816,116.4281846499522,135.66177888220528,108.20895647224395,108.18758815043036,1174.3175736400788,0.3277248442173004,0.42115843296051025,0.25111669301986694
60iQSbNkISo,IT FINALLY HAPPENED!!,2019-02-07 13:00:00+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=60iQSbNkISo,CaseyNeistat,1501732,62039,5749,PT12M54S,10.197739,0.21294281,12.750832,31.716394,15.651526,2.5118473,26.958717,51.79677819083024,99.5711455160144,107.06526135786692,95.95257478508364,98.52292099618788,486.673712652149,0.1918834000825882,0.5910928845405579,0.21702376008033752
7yCtB1JYXs0,ONE LAST ATTEMPT..,2019-02-05 20:29:26+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=7yCtB1JYXs0,CaseyNeistat,1442056,46289,2802,PT10M10S,14.634742,0.2624289,18.759123,18.480686,21.265892,3.452022,23.145107,26.257861635220124,96.50342073260612,106.10881156916057,92.40511874344864,92.39310619895396,311.929006826983,0.25716015696525574,0.37918147444725037,0.3636583983898163
95kffMA2dNA,BURGER KiNG Fights back (this is not an ad),2019-02-02 15:23:26+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=95kffMA2dNA,CaseyNeistat,3103754,122275,6239,PT5M40S,8.198224,0.14371209,26.868275,33.034435,16.466906,0.6290774,14.659371,35.774647887323944,114.6197716402582,127.74789873092725,109.877126907277,104.63480709604852,1149.051443231438,0.48426106572151184,0.06497415155172348,0.45076480507850647
SEuQAUbgJII,Bros Tho.,2019-02-01 16:48:14+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=SEuQAUbgJII,CaseyNeistat,1017709,35413,2283,PT8M13S,7.5964255,0.016313102,18.471642,9.405453,16.378574,3.2044528,44.92714,30.93385214007782,105.33220693836468,110.13580957157912,102.56758606247298,106.987648168977,590.7466129044458,0.4918343722820282,0.2459285706281662,0.2622370719909668
yto4a3tdqYc,EXPLOITED BY BURGER KING.,2019-01-29 13:48:10+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=yto4a3tdqYc,CaseyNeistat,3151359,145288,10197,PT7M18S,10.003723,0.05533358,11.210722,35.7501,14.397933,1.579847,27.002344,33.91684901531728,102.9449790773918,118.55690589480002,97.2517474414205,91.32303893523584,833.2469264394007,0.22303396463394165,0.024741895496845245,0.7522242665290833
bNRIVJFFpbY,The Lillian Vernon Story,2019-01-28 20:34:14+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=bNRIVJFFpbY,CaseyNeistat,724453,31392,1957,PT25M58S,12.387529,0.81264305,11.928549,21.655348,23.840754,1.6408291,27.73435,47.10591133004926,76.04265001485957,87.92254265445402,73.00977500577278,60.482975484913794,344.77809619380787,0.3536735773086548,0.4779321551322937,0.16839420795440674
dj_87DmX4BA,he said my name HOLY SH*T HE SAID MY NAME!,2019-01-23 18:04:20+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=dj_87DmX4BA,CaseyNeistat,2211892,86777,4102,PT8M4S,10.821889,0.11489401,20.362066,19.669682,28.751616,1.703619,18.576235,47.12871287128713,93.57220588386964,105.9878715363724,88.26433669382564,88.3184891879813,572.5564876444763,0.011445515789091587,0.45440730452537537,0.5341471433639526
1YzwjfwNeEg,Burnt OUT YouTubers,2019-01-22 17:08:31+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=1YzwjfwNeEg,CaseyNeistat,2271377,85676,7310,PT11M41S,10.2151785,0.012181874,6.7318716,26.08382,6.5310373,2.2724338,48.153477,47.53424657534247,123.55589856830288,137.05262347792998,118.93202617246956,111.9452392206526,1372.2955334224878,0.3114289939403534,0.0181565098464489,0.6704145073890686
uWzJHADNDx0,I'M GIVING MY STUDIO TO SAM.,2019-01-17 17:41:50+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=uWzJHADNDx0,CaseyNeistat,1652321,59462,4727,PT9M37S,6.982196,0.038051963,15.907557,13.988996,25.461958,1.7864882,35.83475,38.20598006644519,103.2299502165813,115.92104696584305,98.18936988827753,95.92447817171929,469.3884754947242,0.547985315322876,0.22847001254558563,0.2235446721315384
y92SwP4odAk,Surfing with GREAT WHITE SHARKS at DUNGEONS SOUTH AFRICA,2019-01-16 18:57:38+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=y92SwP4odAk,CaseyNeistat,1382346,48316,2350,PT11M37S,9.567563,0.11086805,13.976245,33.11058,19.242298,2.4034827,21.588964,18.982118294360383,110.34346068794896,107.19689519094834,110.49221563120892,117.88794379489532,412.5264504497725,0.2993508279323578,0.3123558759689331,0.3882932960987091
1gTBZyGJyQc,oops.. Testing TESLA's PERFORMANCE MODEL 3,2019-01-15 18:15:38+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=1gTBZyGJyQc,CaseyNeistat,2063306,67826,5281,PT11M43S,10.031994,1.468164,8.203396,26.747305,14.414007,2.5222821,36.612854,34.924965893587995,121.29958053258107,124.9168323433,120.08910230265651,118.0561685768626,759.9664920631875,0.3214266002178192,0.08444949984550476,0.594123899936676
